이동진|6|어쨌든 해전 부분은 인상적
유지나|8|전쟁영화 한국판 블록버스터의 초석, 긴 칼 찬 홀로의 시름 뒤에 깔고…
황진미|9|왕이 아닌 백성을 향한 忠. 영웅이 아닌 백성을 향한 카메라
이화정|6|해전의 치열함속에 묻혀버린 캐릭터
박평식|5|침몰하는 캐릭터들
정지혜|5|폭발해야 했던 건 배가 아니라 이야기
주성철|6|피토하는 이순신의 최종병기 의리
장영엽|6|해상전의 제물이 된 인물과 이야기
김혜리|6|해상 전투는 순류, 나머지는 역류. 반반 무(武) 많이
이용철|5|인물은 흐릿하고 해전만 요란하다
김성훈|6|해전신은 꽤 볼만하다
