임수연|7|‘어떻게 성공했지?’라는 궁금증과 하나회를 향한 분노가 왔다 갔다
이유채|7|‘전두광 영화’가 되지 않았다는 점이 놀랍다
이용철|6|검사의 봄에 되돌아보는, 뱀의 욕망이 낳은 탄식과 울분의 밤
유선아|6|바둑을 오셀로로 뒤집으려는 병법의 하룻밤
안시환|7|여러모로 아슬아슬하다
박평식|7|권력이 영원할 줄 아는 사악한 바보들에게
