황진미|9|앞으로 수년간 이 영화를 보지 않고 영화를 말할 수 없다
이동진|9|블록버스터 역사의 새 이정표
주성철|10|귀신이 봐도 싼다
이용철|10|신이 질투할까 걱정스러운, Brave New World
박평식|8|무섭다, 날개를 단 카메론 감독!
김봉석|9|새로운 세계를 보여주는, 미래의 영화를 선취했다
김도훈|10|지상 최대의 쇼
