황진미|7|범죄나 액션장면도 갑이지만, 생생한 인물묘사가 더 강점
이용철|7|매력덩이 인물과 배우들, 빤하지만 빠져드는 이유
이동진|8|일일이 탄력을 부여하며 공 10개를 흥미진진하게 저글링한다
박평식|6|90년대 홍콩 뒷골목이 궁금하다면
김혜리|7|카타르시스까지는 훔치지 못했지만
김성훈|6|흉내낼 줄만 알지, 훔칠 줄은 모른다
