황진미|6|산업화 세대의 정치적 반동성을 탈색한 채 부르는 헌창
정한석|5|감격주의로 껴안은 감격시대
이화정|5|아는 슬픔
이용철|5|술술 흘러간다. 그렇다고 술술 받아들이겠다는 건 아니다
박평식|5|구슬픈 젓가락 장단
김성훈|6|장인들의 손으로 ‘재현’한 한국 현대사의 주요 사건들
