허남웅|6|‘닭’치고 웃음
임수연|7|설 연휴, 친구·애인·가족·친지 누구와 봐도 성공할 코미디+액션
이용철|5|반은 웃었다만 그다음은? 
송형국|7|웃음을 향한 장인정신, 반갑다 
김성훈|7|설정은 비현실적이되 설득은 리얼리티를 추구하는 웃음
