임수연|6|원작 대비 선방한 건 윌 스미스와 자스민 캐릭터뿐
이용철|6|어깨를 들썩이게 하는 뮤지컬
박평식|5|화려하게 얼렁뚱땅
김송희|6|＜A Whole New World＞가 나올 때까지 기다리세요
김성훈|6|북치고 장구치는 지니, 제목을 지니로 바꿔야
