김혜리|7|최동훈의 안단테, 하정우의 칸타빌레
이예지|7|여성캐릭터도 블록버스터의 주인공이 될 수 있다는 걸 입증한 것만으로도
황진미|7|어느 시공간에 갖다놔도 장르의 재미는 계속된다
이주현|7|장총 든 전지현으로 기억될 1930년대의 한 풍경
이용철|4|사기꾼들과 노닐다 웬 애국자 플레이? 그게 이 시대의 코미디
이동진|6|다 맛보아도 포만감은 들지 않는 잔칫상
박평식|5|자충수가 된 무리수, 곁눈질
김현수|7|원스 어폰 어 타임 인 경성
