허남웅|6|총칼 든 악당들아, 마블리의 맨주먹을 받아랏!
임수연|7|향후 10년은 거뜬할 시리즈 아이템
이용철|6|장첸은 순둥이였어
배동미|7|명료하고 경쾌한 히어로 마동석
김철홍|7|자신의 매력이 무엇인지 확실히 알고 있는 형사, 도시, 영화
