장영엽|7|어떤 인물을 지지하는가에 따라 달리 보일 결말
송형국|6|감정이 강점을 앞서나갔다
허남웅|8|뜨거운 안녕의 끝에서 열렬한 환영의 시작으로
임수연|6|지상 최대의 팬 이벤트, ‘최애’에 따라 감상이 갈릴 것
이용철|9|넋 놓고 본 재미있는 구경거리
박평식|7|회고전의 뒤풀이가 끝나갈 때
