황진미|7|<짝패>의 길거리 액션과 <부당거래>의 비판의식이 만나다
이주현|8|제대로 류승완다운 액션•오락영화, 그 완성형
이용철|6|통쾌하다. 단, 극장 나오기 전까지만
이동진|7|심플하고 힘 있게 치고 달리는 영화가 선사하는 통쾌함
박평식|6|아웃복서의 게임처럼
김혜리|8|의협심과 그루브. 감독의 성정과 특기가 투명하게 드러난 소나기 같은 영화
김현수|8|현실에 맞서는 태도의 완성
김성훈|9|마침내 완성된 류승완표 <폴리스 스토리>
