황진미|7|휘몰아치는 좀비 액션물이자 협력을 강조하는 윤리극
김혜리|7|마음껏 애도하고 분노하지 못한 자를 위한 호러 판타지
정지혜|6|연상호 세계의 범작, 그 호기로운 시도
허남웅|7|'헬조선' 발 좀비 열차를 타라! 재미 보장, 안전은 보장 못함
한동원|7|'드디어 좀비영화 본격 국산화에 성공'에서 멈춰서버린 성취
이화정|7|한국영화계, 좀비와 연상호를 획득
이용철|8|좀비영화 보면서 울었네
윤혜지|8|우리가 이미 알고 있는 디스토피아
박평식|7|쾌속의 감흥에서 신파의 터널로
김현수|7|좀비가 한국에 와서 고생이 많다
