허남웅|6|감동과 눈물 그 이상을 기대했다. 특히 이 조합에서는.
황진미|6|어리둥절한 외부인의 시선 이상의 것이 나올 때가 되지 않았나
임수연|5|지나친 전형성이 실화의 힘까지 잡아먹는다
이용철|7|격류에 휩쓸렸을 때는 몸을 맡기면 된다
김혜리|5|강력한 배우를 가진 영화가 안이해질 때. 큰 울음이 최선의 애도라 믿을 때
김현수|6|비극의 역사 표지판에 놀라 서행 운전하다
