허남웅|6|미(왕)국의 기원을 찾아 새롭게 개척하기 
이주현|6|정치적 올바름과 기술의 진보를 등에 업고 쌓은 디즈니 공주 왕국 
송경원|7|마법의 이름은 음악과 애니메이션. 단점을 메울 시간에 잘하는 걸 한번 더 보여주는 디즈니식 확장
박평식|6|넓어진 시야, 줄어든 감흥
