"<dt><font color=""red""><b>기타 사면 앰프가 백원!!</b></font><br/>Samick 삼익 일렉기타 SST-300 Mint Green</dt>"
"<dt><font color=""red""><b>기타 사면 앰프가 백원!!</b></font><br/>Samick 삼익 일렉기타 SST-300 Shell Pink</dt>"
"<dt><font color=""red""><b>기타 사면 앰프가 백원!!</b></font><br/>Samick 삼익 일렉기타 SST-300 Black</dt>"
"<dt><font color=""red""><b>기타 사면 앰프가 백원!!</b></font><br/>Samick 삼익 일렉기타 SST-300 Vintage White</dt>"
"<dt><b><font color=""Green"">프리버드 가성비 앰프 풀 패키지!</font></b><br/>Samick 삼익 일렉기타 SST-300</dt>"
"<dt><font color=""red""><b>상상초월 기대이상!!</b></font><br/>Samick 삼익 일렉기타 SS-71 Gloss White</dt>"
"<dt><font color=""red""><b>상상초월 기대이상!!</b></font><br/>Samick 삼익 일렉기타 SS-71 Gloss Black</dt>"
"<dt><font color=""red""><b>상상초월 기대이상!!</b></font><br/>Samick 삼익 일렉기타 SS-71 Gloss Red</dt>"
"<dt><b><font color=""Green"">프리버드 최저가 미니플러그+모니터 헤드폰 초특가 패키지!</font></b><br/>Samick 삼익 일렉기타 SS-71 3 Color</dt>"
"<dt><b><font color=""Green"">프리버드 최저가 앰프 풀 패키지!</font></b><br/>Samick 삼익 일렉기타 SS-71 3 Color</dt>"
