이화정|6|판타지 장르에 무리 없이 담아낸 한국적 신파
이용철|6|착하게 살아야 한다
황진미|6|동양적 판타지 장르를 열었다는 의미. 문제의식과 긴장감은 낮다
허남웅|5|효심은 염라대왕도 춤추게 한다
장영엽|6|낯선 풍경, 익숙한 이야기
이주현|6|교통정리는 아쉽지만 어쨌든 너도 울고 나도 울고
박평식|4|액션과 청승의 중국화
김성훈|7|백만스물둘… 대체 내가 지은 죄가 몇개야
